ID,Title,TitleKana,Version,Series,Author,Publisher,PublishYear,SizeInfo,ISBN,URL
R100000002-I024642480,ビッグデータ総覧. 2013,ビッグデータ ソウラン,,,日経BPビッグデータ・プロジェクト 編,日経BP社,2013,262枚 ; 31cm + CD-ROM 2枚 (12cm),978-4-8222-7363-7,https://ndlsearch.ndl.go.jp/books/R100000002-I024642480
R100000002-I029302550,次世代電池 The next generation of battery technologies : CD-ROM. 2019,ジセダイ デンチ : CD-ROM,,,"日経エレクトロニクス, 日経xTECH 編",日経BP社,2018,CD-ROM 1枚 ; 12cm + 説明書 1枚,978-4-296-10035-4,https://ndlsearch.ndl.go.jp/books/R100000002-I029302550
R100000002-I032435905,次世代電池 : The next generation of battery technologies : CD-ROM. 2022-2023,ジセダイ デンチ : The next generation of battery technologies : CD-ROM.,,,"日経エレクトロニクス, 日経xTECH 編集",日経BP,2022,CD-ROM 1枚 ; 12 cm + シート 1枚,978-4-296-20036-8,https://ndlsearch.ndl.go.jp/books/R100000002-I032435905
R100000002-I031398585,次世代電池 = The next generation of battery technologies : CD-ROM. 2021,ジセダイ デンチ : CD-ROM.,,,"日経エレクトロニクス, 日経xTECH 編集",日経BP,2021,CD-ROM 1枚 ; 12 cm + シート 1枚,978-4-296-10940-1,https://ndlsearch.ndl.go.jp/books/R100000002-I031398585
R100000002-I000009774055,自動車産業予測レポート. 2008-2013,ジドウシャ サンギョウ ヨソク レポート,,,"CSM Worldwide Inc. 著 , 日経Automotive Technology 編",日経BP社,2007,251枚 ; 31cm,978-4-8222-2181-2,https://ndlsearch.ndl.go.jp/books/R100000002-I000009774055
R100000002-I029290681,AI・IoT・ビッグデータ総覧. 2018-2019,AI ・ IoT ・ ビッグデータ ソウラン,,,日経クロストレンド 編,日経BP社,2018,1冊 ; 31cm + CD-ROM 2枚 (12cm),978-4-296-10063-7,https://ndlsearch.ndl.go.jp/books/R100000002-I029290681
R100000002-I000011051065,社長のための経営ハンドブック. 2011年版,シャチョウ ノ タメ ノ ケイエイ ハンドブック,,,日経トップリーダー編集 編,日経BP社,2010,271p ; 26cm,978-4-8222-6418-5,https://ndlsearch.ndl.go.jp/books/R100000002-I000011051065
R100000002-I026994703,日経トレンディ愛蔵版DVD 2013-2015,ニッケイ トレンディ アイゾウバン DVD,,,日経TRENDY編集部 編,日経BP社,2015,DVD-ROM 1枚 ; 12cm + 活用ガイド 1枚 (18cm),978-4-8222-2085-3,https://ndlsearch.ndl.go.jp/books/R100000002-I026994703
R100000002-I027821583,日経LinuxラズパイマガジンバックナンバーDVD,ニッケイ Linux ラズパイ マガジン バックナンバー DVD,,,日経Linux編集部 編,日経BP社,2016,DVD-ROM 1枚 ; 12cm + 使い方ガイド (7p ; 19cm),978-4-8222-3920-6,https://ndlsearch.ndl.go.jp/books/R100000002-I027821583
R100000002-I000010715413,日経コンストラクション縮刷版DVD-ROM 2009,ニッケイ コンストラクション シュクサツバン DVD-ROM,,,日経コンストラクション編集 編,日経BP社,2010,DVD-ROM 1枚 ; 12cm + 利用ガイド1枚,978-4-8222-6619-6,https://ndlsearch.ndl.go.jp/books/R100000002-I000010715413
R100000002-I000011264915,日経network CD-ROM縮刷版 2010,ニッケイ network CD-ROM シュクサツバン,,,日経network編集部 編,日経BP社,2011,CD-ROM 1枚 ; 12cm + 説明書7p,978-4-8222-6770-4,https://ndlsearch.ndl.go.jp/books/R100000002-I000011264915
R100000002-I027442736,日経Linux Linux入門書大全DVD,ニッケイ Linux Linux ニュウモンショ タイゼン DVD,,,日経Linux編集部 編,日経BP社,2016,DVD-ROM 1枚 ; 12cm + 使い方ガイド (7p ; 19cm),978-4-8222-3774-5,https://ndlsearch.ndl.go.jp/books/R100000002-I027442736
R100000002-I031329930,デジタルヘルス未来戦略,デジタル ヘルス ミライ センリャク,,,日経デジタルヘルス 編集,日経BP,2019,574 p ; 27 cm,978-4-296-10433-8,https://ndlsearch.ndl.go.jp/books/R100000002-I031329930
R100000002-I000010186862,日経network全集 DVD-ROM縮刷版. 2000-2008,ニッケイ network ゼンシュウ : DVD-ROM シュクサツバン,,,日経network編集部 編,日経BP社,2009,DVD-ROM 1枚 ; 12cm + 説明書7p,978-4-8222-6752-0,https://ndlsearch.ndl.go.jp/books/R100000002-I000010186862
R100000002-I000011135224,日経アーキテクチュア縮刷版DVD-ROM 2010,ニッケイ アーキテクチュア シュクサツバン DVD-ROM,,,日経アーキテクチュア 編,日経BP社,2011,DVD-ROM 1枚 ; 12cm + 利用の手引き7p,978-4-8222-6684-4,https://ndlsearch.ndl.go.jp/books/R100000002-I000011135224
R100000002-I029571429,メガトレンド2017-2026. ICT融合新産業編 2,メガトレンド 2017 - 2026,,,日経BPイノベーションICT研究所 著,日経BP社,2016,127p ; 30cm + CD-ROM 1枚 (12cm),978-4-8222-3994-7,https://ndlsearch.ndl.go.jp/books/R100000002-I029571429
R100000002-I023215147,自動車産業予測レポート. 2011-2016,ジドウシャ サンギョウ ヨソク レポート,,,"IHS Automotive 著 , 日経Automotive Technology 編",日経BP社,2010,192枚 ; 31cm,978-4-8222-2197-3,https://ndlsearch.ndl.go.jp/books/R100000002-I023215147
R100000002-I000009994844,日経コンストラクション縮刷版CD-ROM 2006,ニッケイ コンストラクション シュクサツバン CD-ROM,,,日経コンストラクション編集 編,日経BP社,2007,CD-ROM 1枚 ; 12cm + 利用ガイド1枚,978-4-8222-6600-4,https://ndlsearch.ndl.go.jp/books/R100000002-I000009994844
R100000002-I028112667,ビジネスExcel/Word/PowerPoint実践術 CD-ROM版,ビジネス Excel / Word / PowerPoint ジッセンジュツ CD-ROMバン,,,日経PC21編集部 編,日経BP社,2017,CD-ROM 1枚 ; 12cm + 説明書 1枚,978-4-8222-3747-9,https://ndlsearch.ndl.go.jp/books/R100000002-I028112667
R100000002-I000011125171,日経コンストラクション縮刷版DVD-ROM 2010,ニッケイ コンストラクション シュクサツバン DVD-ROM,,,日経コンストラクション編集 編,日経BP社,2011,DVD-ROM 1枚 ; 12cm + 利用の手引き7p,978-4-8222-6626-4,https://ndlsearch.ndl.go.jp/books/R100000002-I000011125171
R100000002-I000010044553,日経コンストラクション縮刷版CD-ROM 2008,ニッケイ コンストラクション シュクサツバン CD-ROM,,,,日経BP社,2009,CD-ROM 1枚 ; 12cm,978-4-8222-6610-3,https://ndlsearch.ndl.go.jp/books/R100000002-I000010044553
R100000002-I028374049,次世代電池 The next generation of battery technologies : CD-ROM. 2018,ジセダイ デンチ : CD-ROM,,,日経エレクトロニクス 編,日経BP社,2017,CD-ROM 1枚 ; 12cm + 説明書 1枚,978-4-8222-3946-6,https://ndlsearch.ndl.go.jp/books/R100000002-I028374049
R100000002-I000010063011,事故の事典 : 147 cases事故事例集,ジコ ノ ジテン : 147 cases ジコ ジレイシュウ,,,日経ものづくり 編著,日経BP社,2009,905p ; 29cm,978-4-8222-3114-9,https://ndlsearch.ndl.go.jp/books/R100000002-I000010063011
R100000002-I023997219,オフィスビルテナント調査報告書. 2012,オフィス ビル テナント チョウサ ホウコクショ,,,日経不動産マーケット情報 編,日経BP社,2012,2冊 ; 31cm + CD-ROM 1枚 (12cm),978-4-8222-6073-6,https://ndlsearch.ndl.go.jp/books/R100000002-I023997219
R100000002-I030765087,マーケティングDX最新戦略,マーケティング DX サイシン センリャク.,,,日経クロストレンド 編.,日経BP,2020,1冊 ; 31cm.,978-4-296-10785-8,https://ndlsearch.ndl.go.jp/books/R100000002-I030765087
R100000002-I000008588989,日経network全集 DVD-ROM縮刷版. 2000-2006,ニッケイ network ゼンシュウ : DVD-ROM シュクサツバン,,,日経network編集部 編,日経BP社,2007,DVD-ROM 1枚 ; 12cm + 説明書7p,978-4-8222-1292-6,https://ndlsearch.ndl.go.jp/books/R100000002-I000008588989
R100000002-I025532079,ビッグデータ総覧. 2014-2015,ビッグデータ ソウラン,,,日経ビッグデータ 編,日経BP社,2014,1冊 ; 31cm + CD-ROM 1枚 (12cm),978-4-8222-7394-1,https://ndlsearch.ndl.go.jp/books/R100000002-I025532079
R100000002-I024144646,タッチ・パネル最前線 CD-ROM. 2013-2014,タッチ ・ パネル サイゼンセン CD-ROM,,,日経エレクトロニクス 編,日経BP社,2012,CD-ROM 1枚 ; 12cm + 目次 1枚,978-4-8222-6596-0,https://ndlsearch.ndl.go.jp/books/R100000002-I024144646
R100000002-I031798999,Spring Framework超入門 : やさしくわかるWebアプリ開発,スプリング フレームワーク チョウニュウモン : ヤサシク ワカル ウェブ アプリ カイハツ,,,樹下雅章 著,技術評論社,2021,287p ; 26cm,978-4-297-12429-8,https://ndlsearch.ndl.go.jp/books/R100000002-I031798999
R100000002-I024069639,社長のための経営ハンドブック. 2013年版,シャチョウ ノ タメ ノ ケイエイ ハンドブック,,,日経トップリーダー編集 編,日経BP社,2012,252p ; 26cm,978-4-8222-6442-0,https://ndlsearch.ndl.go.jp/books/R100000002-I024069639
R100000002-I024141268,スマートフォン技術2013 Smart phone technology 2013,スマートフォン ギジュツ 2013,,,日経エレクトロニクス 編,日経BP社,2012,CD-ROM 1枚 ; 12cm,978-4-8222-7652-2,https://ndlsearch.ndl.go.jp/books/R100000002-I024141268
R100000002-I032609424,世界水素ビジネス = World hydrogen energy business. 全体動向編,セカイ スイソ ビジネス,,,日経BP総研クリーンテックラボ 調査・編集,日経BP,2020,343 p ; 30 cm,978-4-296-10658-5,https://ndlsearch.ndl.go.jp/books/R100000002-I032609424
R100000002-I000009298915,日経アーキテクチュア縮刷版DVD-ROM 2007,ニッケイ アーキテクチュア シュクサツバン DVD-ROM,,,日経アーキテクチュア編集 編,日経BP社,2008,DVD-ROM 1枚 ; 12cm + 利用の手引き7p,978-4-8222-6650-9,https://ndlsearch.ndl.go.jp/books/R100000002-I000009298915
R100000002-I030252413,中国スマート工場総覧 = Smart factories in China,チュウゴク スマート コウジョウ ソウラン,,,日経BP総研クリーンテックラボ 調査,日経BP,2019,486 p ; 30 cm,978-4-296-10404-8,https://ndlsearch.ndl.go.jp/books/R100000002-I030252413
R100000002-I027665342,ビッグデータ・IoT・AI総覧. 2016-2017,ビッグデータ ・ IoT ・ AI ソウラン,,,日経ビッグデータ 編,日経BP社,2016,345p ; 31cm + CD-ROM 1枚 (12cm),978-4-8222-3653-3,https://ndlsearch.ndl.go.jp/books/R100000002-I027665342
R100000002-I000010584426,太陽電池. 2010,タイヨウ デンチ,,,"日経マイクロデバイス, 日経エレクトロニクス 編",日経BP社,2009,215p ; 28cm,978-4-8222-6056-9,https://ndlsearch.ndl.go.jp/books/R100000002-I000010584426
R100000002-I000010186892,日経network CD-ROM縮刷版 2008,ニッケイ network CD-ROM シュクサツバン,,,日経network編集部 編,日経BP社,2009,CD-ROM 1枚 ; 12cm + 説明書7p,978-4-8222-6753-7,https://ndlsearch.ndl.go.jp/books/R100000002-I000010186892
R100000002-I000010875942,日経network全集 DVD-ROM縮刷版. 2000-2009,ニッケイ network ゼンシュウ : DVD-ROM シュクサツバン,,,日経network編集部 編,日経BP社,2010,DVD-ROM 1枚 ; 12cm + 説明書7p,978-4-8222-6761-2,https://ndlsearch.ndl.go.jp/books/R100000002-I000010875942
R100000002-I028303346,アイソモーフィックJavaScript,アイソモーフィック ジャヴァ スクリプト,,,"Jason Strimpel, Maxime Najim 著 , 牧野聡 訳",オライリー・ジャパン オーム社 (発売),2017,231p ; 21cm,978-4-87311-807-9,https://ndlsearch.ndl.go.jp/books/R100000002-I028303346
R100000002-I032473541,まとめて学ぶPython & JavaScript,マトメテ マナブ パイソン アンド ジャヴァ スクリプト,,,伊尾木将之 著,日経BP 日経BPマーケティング,2022,311p ; 21cm,978-4-296-20025-2,https://ndlsearch.ndl.go.jp/books/R100000002-I032473541
R100000002-I023842119,JavaScript,ジャヴァ スクリプト,,,"David Flanagan 著 , 村上列 訳",オライリー・ジャパン オーム社 (発売),2012,821p ; 24cm,978-4-87311-573-3,https://ndlsearch.ndl.go.jp/books/R100000002-I023842119
R100000002-I025245404,HTML5+JavaScriptによる画像・動画像処理入門,エイチティーエムエル ファイヴ プラス ジャヴァ スクリプト ニ ヨル ガゾウ ドウガゾウ ショリ ニュウモン,,,松田晃一 著,カットシステム,2014,327p ; 24cm,978-4-87783-321-3,https://ndlsearch.ndl.go.jp/books/R100000002-I025245404
R100000002-I031817975,JavaScript,ジャヴァ スクリプト,,,"David Flanagan 著 , 村上列 訳",オライリー・ジャパン オーム社,2021,749p ; 24cm,978-4-87311-970-0,https://ndlsearch.ndl.go.jp/books/R100000002-I031817975
R100000002-I024622279,次世代電池 = The next generation of battery technologies. 2014,ジセダイ デンチ,,,日経エレクトロニクス 編,日経BP社 日経BPマーケティング (発売),2013,262p ; 28cm,978-4-8222-7669-0,https://ndlsearch.ndl.go.jp/books/R100000002-I024622279
R100000002-I000009695877,日経パソコン用語事典. 2009年版,ニッケイ パソコン ヨウゴ ジテン,,,日経パソコン編集 編,日経BP社 日経BP出版センター (発売),2008,1143p ; 19cm + CD-ROM1枚 (12cm),978-4-8222-3390-7,https://ndlsearch.ndl.go.jp/books/R100000002-I000009695877
R100000002-I024462998,デジタルヘルス = Digital health. no. 5,デジタル ヘルス,,,デジタルヘルスOnline 編,日経BP社,2013,229p ; 28cm,978-4-8222-3175-0,https://ndlsearch.ndl.go.jp/books/R100000002-I024462998
R100000002-I025965124,旗手たちのアリア. 社会起業家編,キシュタチ ノ アリア,,,日経ビジネス 編,日経BP社 日経BPマーケティング (発売),2014,259p ; 19cm,978-4-8222-7904-2,https://ndlsearch.ndl.go.jp/books/R100000002-I025965124
R100000002-I027522172,成功するIoT,セイコウ スル アイオーティー,,,日経コミュニケーション 編,日経BP社 日経BPマーケティング (発売),2016,263p ; 21cm,978-4-8222-1598-9,https://ndlsearch.ndl.go.jp/books/R100000002-I027522172
R100000002-I025940922,絶対わかる!ネットワーク超入門DVD 42冊収録! : ハードディスク対応,ゼッタイ ワカル ! ネットワーク チョウニュウモン DVD 42サツ シュウロク ! : ハード ディスク タイオウ,,,日経NETWORK編集部 編,日経BP社,2014,DVD-ROM 1枚 ; 12cm + 利用の手引き (7p),978-4-8222-6785-8,https://ndlsearch.ndl.go.jp/books/R100000002-I025940922
R100000002-I026980593,社長のための経営ハンドブック = Management handbook for president. 2016年版,シャチョウ ノ タメノ ケイエイ ハンドブック,,,日経トップリーダー 編,日経BP社,2015,255p ; 26cm,978-4-8222-3564-2,https://ndlsearch.ndl.go.jp/books/R100000002-I026980593
R100000002-I031528946,バイオスタートアップ総覧 : The directory of biotech startups in Japan. 2021-2022,バイオ スタート アップ ソウラン : The directory of biotech startups in Japan.,,,日経バイオテク 編集,日経BP 日経BPマーケティング,2021,898 p ; 27 cm,978-4-296-11006-3,https://ndlsearch.ndl.go.jp/books/R100000002-I031528946
R100000002-I000009190933,社長のための経営百科. 2008年版 実践ノウハウ集,シャチョウ ノ タメノ ケイエイ ヒャッカ,,,「日経ベンチャー」経営者クラブ 編,日経BP社,2007,175p ; 26cm + CD-ROM1枚 (12cm),978-4-8222-6513-7,https://ndlsearch.ndl.go.jp/books/R100000002-I000009190933
R100000002-I029108127,ビジネスExcel完全活用DVD 日経パソコン×日経PC21,ビジネス Excel カンゼン カツヨウ DVD ニッケイ パソコン × ニッケイ PC 21,,,"日経パソコン編集部, 日経PC21編集部 編",日経BP社,2018,DVD-ROM 1枚 ; 12cm + 冊子 (15p ; 19cm),978-4-8222-5648-7,https://ndlsearch.ndl.go.jp/books/R100000002-I029108127
R100000002-I030188291,次世代電池 The next generation of battery technologies : CD-ROM. 2020,ジセダイ デンチ : CD-ROM,,,日経エレクトロニクス 編,日経BP社 日経BPマーケティング (発売),2019,CD-ROM 1枚 ; 12cm + 説明書 1枚,978-4-296-10526-7,https://ndlsearch.ndl.go.jp/books/R100000002-I030188291
